Drug1_ID,Drug2_ID,Y,Neg samples
DB00918,DB00207,0,DB08912$t
DB00918,DB00195,0,DB00872$t
DB00918,DB00188,0,DB00170$t
DB00918,DB00559,3,DB01193$h
DB00918,DB09128,1,DB00695$t
DB00918,DB01200,33,DB01612$h
DB00918,DB01156,0,DB01033$h
DB00918,DB00490,1,DB01142$h
DB00918,DB00248,33,DB00977$t
DB00918,DB00201,0,DB00294$t
DB00918,DB00564,8,DB00933$t
DB00918,DB06016,1,DB00673$t
DB00918,DB00482,0,DB00593$h
DB00918,DB09063,2,DB11181$h
DB00918,DB00446,0,DB01144$t
DB00918,DB00608,0,DB00563$h
DB00918,DB00477,0,DB01206$h
DB00918,DB00169,0,DB14011$h
DB00918,DB00501,0,DB11828$h
DB00918,DB01012,0,DB00379$h
DB00918,DB00215,1,DB00199$t
DB00918,DB01211,2,DB01191$t
DB00918,DB00283,0,DB00586$t
DB00918,DB01242,1,DB00328$t
DB00918,DB00257,0,DB00122$h
DB00918,DB00363,0,DB01577$t
DB00918,DB00907,0,DB01143$t
DB00918,DB00872,2,DB08906$h
DB00918,DB05219,0,DB01233$h
DB00918,DB08865,0,DB00603$h
DB00918,DB00924,1,DB00322$h
DB00918,DB00091,0,DB00928$t
DB00918,DB04839,3,DB00720$h
DB00918,DB08912,3,DB04841$t
DB00918,DB00496,0,DB00993$t
DB00918,DB01254,2,DB00865$t
DB00918,DB01151,1,DB09119$t
DB00918,DB06700,1,DB00324$t
DB00918,DB00514,1,DB01248$h
DB00918,DB00320,33,DB08815$h
DB00918,DB00343,0,DB00619$h
DB00918,DB01075,0,DB01577$t
DB00918,DB00757,14,DB00502$t
DB00918,DB09167,0,DB01426$t
DB00918,DB01142,1,DB04794$h
DB00918,DB00254,0,DB01193$t
DB00918,DB04855,0,DB00458$h
DB00918,DB06262,32,DB00180$h
DB00918,DB00476,1,DB00445$h
DB00918,DB00216,1,DB01221$h
DB00918,DB09039,0,DB09235$h
DB00918,DB08899,3,DB08804$h
DB00918,DB01253,33,DB01095$h
DB00918,DB00696,33,DB01064$t
DB00918,DB00199,0,DB01149$h
DB00918,DB01175,1,DB04841$h
DB00918,DB09119,0,DB00927$t
DB00918,DB00736,0,DB00757$t
DB00918,DB01023,0,DB12001$h
DB00918,DB00813,1,DB14011$t
DB00918,DB00472,0,DB00598$h
DB00918,DB00875,1,DB00441$t
DB00918,DB00623,1,DB00741$t
DB00918,DB00176,0,DB00973$h
DB00918,DB01320,8,DB01206$t
DB00918,DB00998,1,DB00563$h
DB00918,DB01241,0,DB01167$t
DB00918,DB00889,14,DB00523$t
DB00918,DB00502,0,DB00134$h
DB00918,DB04946,1,DB12001$t
DB00918,DB00619,0,DB04871$h
DB00918,DB00458,1,DB00327$t
DB00918,DB01029,0,DB01181$t
DB00918,DB11633,2,DB01612$t
DB00918,DB00951,0,DB01587$t
DB00918,DB00270,0,DB04953$h
DB00918,DB01167,2,DB06594$h
DB00918,DB08820,2,DB00762$t
DB00918,DB01026,2,DB00422$t
DB00918,DB00150,14,DB13954$t
DB00918,DB01259,0,DB00915$h
DB00918,DB08918,1,DB00477$h
DB00918,DB00281,0,DB00240$h
DB00918,DB09198,0,DB00134$h
DB00918,DB04871,1,DB00845$t
DB00918,DB09195,2,DB08815$t
DB00918,DB00678,0,DB00328$t
DB00918,DB00227,0,DB00677$h
DB00918,DB09280,2,DB00737$h
DB00918,DB08815,1,DB01558$t
DB00918,DB00934,1,DB01064$h
DB00918,DB09224,1,DB00179$t
DB00918,DB00933,1,DB01351$t
DB00918,DB00333,1,DB01143$h
DB00918,DB01403,0,DB00907$h
DB00918,DB00353,33,DB01184$t
DB00918,DB01233,1,DB00788$h
DB00918,DB00264,0,DB01114$h
DB00918,DB00379,0,DB00711$h
DB00918,DB06595,0,DB06230$h
DB00918,DB00834,2,DB00158$h
DB00918,DB00805,0,DB06710$h
DB00918,DB08893,0,DB00584$h
DB00918,DB00370,1,DB00835$t
DB00918,DB00648,3,DB06800$h
DB00918,DB01171,2,DB01119$t
DB00918,DB00745,0,DB00414$t
DB00918,DB00952,1,DB01612$t
DB00918,DB01149,2,DB01023$t
DB00918,DB09048,2,DB00515$t
DB00918,DB00622,0,DB01223$t
DB06203,DB01223,3,DB00829$t
DB06203,DB00233,10,DB06262$h
DB06203,DB01118,0,DB01204$t
DB06203,DB00321,2,DB06262$h
DB06203,DB00543,2,DB00486$h
DB06203,DB00182,10,DB00494$h
DB06203,DB11901,3,DB01071$h
DB06203,DB00673,2,DB00185$h
DB06203,DB01238,4,DB01028$h
DB06203,DB01169,4,DB05381$h
DB06203,DB06216,4,DB00130$t
DB06203,DB00289,0,DB01166$h
DB06203,DB01014,10,DB01254$t
DB06203,DB00542,1,DB00753$t
DB06203,DB00436,4,DB00227$h
DB06203,DB00443,4,DB01026$t
DB06203,DB00195,0,DB00990$t
DB06203,DB00188,0,DB00527$t
DB06203,DB00559,3,DB09280$h
DB06203,DB09128,4,DB06702$h
DB06203,DB01200,2,DB00379$t
DB06203,DB00887,4,DB01170$t
DB06203,DB01156,0,DB08918$h
DB06203,DB00248,2,DB01213$t
DB06203,DB01197,1,DB00320$h
DB06203,DB00564,8,DB00979$h
DB06203,DB00482,0,DB11148$t
DB06203,DB09063,2,DB00836$t
DB06203,DB00608,0,DB01143$h
DB06203,DB00477,0,DB11827$t
DB06203,DB00672,10,DB00150$t
DB06203,DB00169,0,DB00613$h
DB06203,DB00501,0,DB00248$t
DB06203,DB01012,0,DB01262$t
DB06203,DB00215,0,DB00211$h
DB06203,DB01211,4,DB01364$h
DB06203,DB00283,0,DB00603$h
DB06203,DB01242,2,DB00216$h
DB06203,DB00257,0,DB09116$t
DB06203,DB00363,0,DB08868$h
DB06203,DB00907,0,DB00484$t
DB06203,DB00872,2,DB01028$h
DB06203,DB01380,4,DB00978$t
DB06203,DB08865,0,DB00769$h
DB06203,DB00924,2,DB00035$h
DB06203,DB00531,1,DB09167$t
DB06203,DB00091,2,DB00741$t
DB06203,DB04839,4,DB02300$h
DB06203,DB08912,3,DB00367$t
DB06203,DB01406,4,DB00353$h
DB06203,DB00496,0,DB00574$t
DB06203,DB01254,2,DB09285$h
DB06203,DB01151,2,DB00486$t
DB06203,DB06700,10,DB01050$t
DB06203,DB01234,4,DB00674$h
DB06203,DB01119,4,DB12483$t
DB06203,DB09123,4,DB00496$h
DB06203,DB00255,3,DB00280$t
DB06203,DB00861,10,DB00796$t
DB06203,DB00390,2,DB00978$h
DB06203,DB00320,2,DB00122$h
DB06203,DB00343,0,DB06230$t
DB06203,DB01075,0,DB00180$t
DB06203,DB00280,10,DB00688$h
DB06203,DB09167,0,DB01217$t
DB06203,DB01142,2,DB00613$t
DB06203,DB00254,0,DB01406$h
DB06203,DB04855,0,DB01149$h
DB06203,DB01395,4,DB00486$h
DB06203,DB00476,0,DB00371$h
DB06203,DB09039,0,DB01183$t
DB06203,DB00584,1,DB01161$t
DB06203,DB00467,10,DB09061$t
DB06203,DB08899,3,DB01119$h
DB06203,DB00668,4,DB00741$h
DB06203,DB01253,2,DB14011$h
DB06203,DB00696,2,DB00436$t
DB06203,DB00199,0,DB00757$t
DB06203,DB01175,10,DB00182$h
DB06203,DB00783,3,DB00136$h
DB06203,DB01196,3,DB00915$h
DB06203,DB04574,3,DB09026$h
DB06203,DB00903,4,DB00255$t
DB06203,DB00977,3,DB11828$h
DB06203,DB00294,4,DB01159$h
DB06203,DB01590,4,DB00455$h
DB06203,DB00472,0,DB00979$h
DB06203,DB00176,0,DB11827$h
DB06203,DB01320,8,DB00328$h
DB06203,DB00695,4,DB00262$t
DB06203,DB01120,10,DB00593$t
DB06203,DB00222,10,DB00688$t
DB06203,DB01067,10,DB00978$t
DB06203,DB01016,10,DB00179$t
DB06203,DB00502,0,DB06616$h
DB06203,DB00741,4,DB01233$h
DB06203,DB06789,4,DB00527$h
DB06203,DB04946,4,DB00346$h
DB06203,DB00619,0,DB04871$h
DB06203,DB00458,2,DB01117$t
DB06203,DB00808,4,DB00928$h
DB06203,DB11633,2,DB00211$h
DB06203,DB00951,0,DB01394$h
DB06203,DB00270,0,DB00006$t
DB06203,DB01167,0,DB00188$h
DB06203,DB08820,2,DB04817$t
DB06203,DB01026,0,DB00006$h
DB06203,DB01137,10,DB00451$t
DB06203,DB08918,10,DB09235$h
DB06203,DB00367,4,DB01181$h
DB06203,DB00166,10,DB01097$t
DB06203,DB04871,0,DB00445$t
DB06203,DB09195,2,DB01577$h
DB06203,DB00227,2,DB00395$h
DB06203,DB09280,8,DB00591$h
DB06203,DB08815,4,DB00748$t
DB06203,DB00603,4,DB00439$t
DB06203,DB01357,3,DB01097$t
DB06203,DB00333,0,DB05239$t
DB06203,DB01403,0,DB00494$h
DB06203,DB00353,2,DB06605$t
DB06203,DB00959,4,DB00130$h
DB06203,DB06710,10,DB00593$h
DB06203,DB00264,0,DB00557$h
DB06203,DB00683,2,DB00588$h
DB06203,DB06595,0,DB00394$t
DB06203,DB00834,2,DB00295$h
DB06203,DB00805,10,DB00575$h
DB06203,DB08893,0,DB08906$h
DB06203,DB00370,2,DB00629$t
DB06203,DB00648,3,DB00321$t
DB06203,DB01171,10,DB01095$t
DB06203,DB08804,10,DB01018$h
DB06203,DB00731,10,DB09280$h
DB06203,DB01149,2,DB00543$h
DB06203,DB09048,2,DB00363$t
DB06203,DB00627,4,DB04574$t
DB06203,DB00622,0,DB00720$h
DB00969,DB01118,2,DB00967$t
DB00969,DB11901,3,DB08875$t
DB00969,DB00673,2,DB01244$t
DB00969,DB00289,0,DB01005$t
DB00969,DB00207,0,DB00623$h
DB00969,DB00188,0,DB00490$h
DB00969,DB00559,3,DB01194$h
DB00969,DB00201,0,DB01046$h
DB00969,DB01101,0,DB06736$t
DB00969,DB00564,8,DB06701$t
DB00969,DB09063,2,DB13952$h
DB00969,DB00169,0,DB00677$h
DB00969,DB00215,0,DB01183$h
DB00969,DB01211,2,DB00593$t
DB00969,DB00283,0,DB00719$t
DB00969,DB00257,0,DB09128$t
DB00969,DB00872,2,DB09078$h
DB00969,DB05219,0,DB01223$t
DB00969,DB08865,0,DB00604$t
DB00969,DB00091,0,DB01296$h
DB00969,DB04839,3,DB00006$h
DB00969,DB08912,3,DB01171$t
DB00969,DB01254,2,DB00367$t
DB00969,DB00320,0,DB01076$h
DB00969,DB00343,0,DB00521$t
DB00969,DB09167,0,DB09166$h
DB00969,DB00254,0,DB00477$h
DB00969,DB04855,0,DB08899$h
DB00969,DB08899,3,DB01046$t
DB00969,DB00199,0,DB01240$h
DB00969,DB00322,0,DB11148$h
DB00969,DB00544,0,DB00672$t
DB00969,DB01095,0,DB00736$h
DB00969,DB00176,0,DB01033$t
DB00969,DB01320,8,DB00389$h
DB00969,DB01241,0,DB00748$t
DB00969,DB00619,0,DB00366$t
DB00969,DB01029,0,DB00869$t
DB00969,DB11633,2,DB06774$h
DB00969,DB00270,0,DB00115$t
DB00969,DB01167,2,DB00764$t
DB00969,DB08820,2,DB06595$h
DB00969,DB01026,2,DB00594$t
DB00969,DB01097,0,DB06403$h
DB00969,DB00281,0,DB00559$h
DB00969,DB09198,0,DB00933$t
DB00969,DB09195,2,DB01242$t
DB00969,DB00678,0,DB00295$t
DB00969,DB00227,0,DB09166$t
DB00969,DB09280,3,DB00476$h
DB00969,DB00379,0,DB01046$t
DB00969,DB06595,0,DB01169$h
DB00969,DB00834,2,DB09049$h
DB00969,DB00648,3,DB00572$t
DB00969,DB01149,2,DB01407$t
DB00969,DB09048,2,DB00402$t
DB00969,DB00622,0,DB01175$t
DB00866,DB01122,13,DB06702$h
DB00866,DB06403,7,DB00591$t
DB00866,DB01143,7,DB06736$h
DB00866,DB01223,29,DB09223$t
DB00866,DB01118,15,DB00333$t
DB00866,DB00381,7,DB04574$t
DB00866,DB01351,3,DB00537$h
DB00866,DB00613,0,DB01068$t
DB00866,DB00182,7,DB00443$h
DB00866,DB01435,9,DB09229$h
DB00866,DB00714,20,DB01142$t
DB00866,DB05676,9,DB00598$h
DB00866,DB01274,29,DB00257$t
DB00866,DB00289,0,DB01176$h
DB00866,DB06237,25,DB09061$t
DB00866,DB00972,9,DB00240$t
DB00866,DB01014,9,DB09462$h
DB00866,DB01408,29,DB01013$t
DB00866,DB00542,7,DB00195$h
DB00866,DB00436,7,DB01075$h
DB00866,DB00865,20,DB00631$t
DB00866,DB01244,7,DB00993$h
DB00866,DB00195,0,DB01149$t
DB00866,DB00612,7,DB01351$t
DB00866,DB00559,7,DB00640$t
DB00866,DB00484,25,DB01283$t
DB00866,DB00963,9,DB00720$t
DB00866,DB01200,20,DB06616$h
DB00866,DB00297,2,DB00804$t
DB00866,DB01156,0,DB05812$t
DB00866,DB00248,33,DB00590$t
DB00866,DB00796,7,DB09128$t
DB00866,DB01197,7,DB00968$h
DB00866,DB00411,1,DB00390$h
DB00866,DB00521,7,DB01211$t
DB00866,DB01136,17,DB08868$t
DB00866,DB00482,0,DB00390$h
DB00866,DB04846,29,DB09166$t
DB00866,DB00185,1,DB00714$t
DB00866,DB00608,0,DB01135$h
DB00866,DB00477,0,DB00967$t
DB00866,DB00672,10,DB06774$h
DB00866,DB00169,0,DB00445$t
DB00866,DB00501,0,DB06800$t
DB00866,DB01012,0,DB00849$t
DB00866,DB00215,0,DB01380$h
DB00866,DB00283,0,DB00748$t
DB00866,DB01407,29,DB01009$h
DB00866,DB01242,0,DB00835$t
DB00866,DB00575,20,DB00371$h
DB00866,DB00257,0,DB00322$h
DB00866,DB00363,0,DB01033$t
DB00866,DB00907,0,DB01544$t
DB00866,DB00496,0,DB00261$h
DB00866,DB04840,7,DB01170$h
DB00866,DB01245,13,DB06626$h
DB00866,DB01151,0,DB00921$t
DB00866,DB06700,2,DB00441$h
DB00866,DB00633,20,DB00496$h
DB00866,DB01119,7,DB09195$h
DB00866,DB00586,9,DB00950$t
DB00866,DB00861,9,DB00491$t
DB00866,DB01396,13,DB04946$t
DB00866,DB00390,13,DB00973$t
DB00866,DB00320,20,DB09026$h
DB00866,DB00343,7,DB01242$h
DB00866,DB01075,0,DB00564$t
DB00866,DB00280,13,DB00724$t
DB00866,DB00841,29,DB06262$h
DB00866,DB00843,13,DB00321$h
DB00866,DB00869,7,DB01213$h
DB00866,DB09167,0,DB00612$t
DB00866,DB00590,17,DB00924$t
DB00866,DB04855,13,DB00997$t
DB00866,DB06262,29,DB01149$h
DB00866,DB00476,0,DB06016$t
DB00866,DB09235,7,DB01191$h
DB00866,DB09039,0,DB09280$t
DB00866,DB00584,7,DB00688$h
DB00866,DB00668,29,DB06016$h
DB00866,DB01240,7,DB00882$t
DB00866,DB00876,7,DB00924$t
DB00866,DB01253,33,DB00371$h
DB00866,DB00696,20,DB00188$h
DB00866,DB00749,9,DB01005$t
DB00866,DB00292,20,DB00458$t
DB00866,DB01628,9,DB00471$t
DB00866,DB01023,7,DB00745$t
DB00866,DB00813,13,DB01431$t
DB00866,DB08868,13,DB00586$t
DB00866,DB00472,0,DB04794$h
DB00866,DB00623,7,DB01156$h
DB00866,DB00712,9,DB00917$t
DB00866,DB00176,0,DB01117$h
DB00866,DB00983,29,DB01396$t
DB00866,DB00674,13,DB00295$t
DB00866,DB01120,10,DB08918$t
DB00866,DB00222,10,DB14011$t
DB00866,DB01067,10,DB00575$t
DB00866,DB01016,10,DB00515$t
DB00866,DB00629,20,DB04841$h
DB00866,DB01170,7,DB04855$h
DB00866,DB01018,20,DB00889$t
DB00866,DB00502,0,DB08899$h
DB00866,DB01355,3,DB00321$h
DB00866,DB01275,7,DB00471$h
DB00866,DB01611,0,DB09338$h
DB00866,DB01050,9,DB09214$h
DB00866,DB00458,0,DB08912$t
DB00866,DB05039,29,DB01013$h
DB00866,DB00808,7,DB01394$t
DB00866,DB00328,9,DB00724$h
DB00866,DB01029,7,DB06738$t
DB00866,DB00677,13,DB09039$t
DB00866,DB00951,0,DB09282$t
DB00866,DB01064,29,DB00608$t
DB00866,DB00270,7,DB01068$t
DB00866,DB01026,0,DB00769$h
DB00866,DB01009,9,DB00745$t
DB00866,DB00598,17,DB01403$t
DB00866,DB01097,9,DB06736$t
DB00866,DB00528,7,DB00318$h
DB00866,DB08918,2,DB00668$t
DB00866,DB13139,29,DB14011$t
DB00866,DB00281,2,DB00575$h
DB00866,DB04871,0,DB08899$h
DB00866,DB06725,9,DB00166$t
DB00866,DB00678,7,DB00949$h
DB00866,DB09212,9,DB00945$t
DB00866,DB01283,9,DB00736$t
DB00866,DB08932,7,DB01151$t
DB00866,DB00772,13,DB11737$h
DB00866,DB00179,9,DB05239$h
DB00866,DB00784,9,DB00499$t
DB00866,DB00358,13,DB01156$t
DB00866,DB00814,9,DB00222$h
DB00866,DB01043,13,DB00283$h
DB00866,DB00933,7,DB06410$t
DB00866,DB04817,9,DB00490$t
DB00866,DB00333,0,DB11827$h
DB00866,DB01577,20,DB00819$h
DB00866,DB01403,0,DB00683$h
DB00866,DB00968,7,DB04817$t
DB00866,DB00353,33,DB00233$t
DB00866,DB00422,9,DB06237$h
DB00866,DB00849,3,DB00724$h
DB00866,DB01233,13,DB00898$h
DB00866,DB00264,0,DB01043$h
DB00866,DB00211,13,DB00281$t
DB00866,DB06595,0,DB00934$t
DB00866,DB00805,13,DB00518$t
DB00866,DB08893,0,DB00448$h
DB00866,DB01171,7,DB00394$t
DB00866,DB09282,7,DB00978$h
DB00866,DB00688,9,DB00257$t
DB00866,DB01024,9,DB01114$t
DB00866,DB00461,9,DB01259$t
DB00866,DB00788,9,DB04908$h
DB00866,DB04861,7,DB00847$h
DB00866,DB01149,2,DB09123$t
DB00866,DB01400,13,DB09048$t
DB00866,DB00622,0,DB00228$h
DB00915,DB01118,6,DB00353$t
DB00915,DB00261,6,DB01075$t
DB00915,DB01238,4,DB01544$h
DB00915,DB01169,6,DB00631$t
DB00915,DB06216,4,DB00643$h
DB00915,DB00207,6,DB01211$h
DB00915,DB09223,4,DB01221$h
DB00915,DB06616,2,DB01039$h
DB00915,DB01156,1,DB00328$t
DB00915,DB06016,4,DB00694$t
DB00915,DB09063,6,DB05239$t
DB00915,DB00608,6,DB00332$t
DB00915,DB00477,4,DB06282$h
DB00915,DB00537,6,DB00289$t
DB00915,DB00604,6,DB00490$t
DB00915,DB00215,6,DB13874$t
DB00915,DB01211,6,DB00979$t
DB00915,DB00363,4,DB11148$h
DB00915,DB01394,2,DB00572$h
DB00915,DB08865,6,DB09262$t
DB00915,DB06695,12,DB06210$t
DB00915,DB00280,6,DB13955$h
DB00915,DB00204,6,DB00619$t
DB00915,DB00757,6,DB01143$h
DB00915,DB01184,6,DB01246$h
DB00915,DB00997,2,DB00270$t
DB00915,DB04855,6,DB01127$t
DB00915,DB09039,6,DB00672$t
DB00915,DB00199,6,DB00950$t
DB00915,DB01175,6,DB06016$t
DB00915,DB00898,5,DB01628$t
DB00915,DB01590,2,DB01018$t
DB00915,DB01195,6,DB11148$t
DB00915,DB00472,6,DB00527$h
DB00915,DB00875,4,DB01429$h
DB00915,DB00623,4,DB00872$h
DB00915,DB00889,6,DB00528$t
DB00915,DB00502,4,DB00482$h
DB00915,DB04946,4,DB00482$t
DB00915,DB09078,6,DB00451$h
DB00915,DB01137,6,DB00637$t
DB00915,DB08815,4,DB00006$t
DB00915,DB09224,4,DB00631$h
DB00915,DB01043,1,DB00987$h
DB00915,DB00933,4,DB00176$t
DB00915,DB00333,6,DB00363$t
DB00915,DB01403,4,DB00802$h
DB00915,DB00422,1,DB01120$t
DB00915,DB01233,4,DB09195$h
DB00915,DB00834,6,DB00918$h
DB00915,DB09049,2,DB00307$t
DB01122,DB00572,4,DB01166$t
DB01122,DB00394,1,DB01195$t
DB01122,DB00245,4,DB00254$t
DB01122,DB00443,1,DB00875$t
DB01122,DB00195,13,DB00763$t
DB01122,DB00810,4,DB00915$h
DB01122,DB00612,13,DB14011$h
DB01122,DB01222,1,DB09123$t
DB01122,DB00411,1,DB01122$t
DB01122,DB00521,13,DB01296$t
DB01122,DB01136,13,DB00527$t
DB01122,DB04846,13,DB09166$t
DB01122,DB00185,1,DB09231$h
DB01122,DB01410,1,DB00951$t
DB01122,DB01013,1,DB01142$h
DB01122,DB01380,1,DB00945$t
DB01122,DB00979,4,DB04871$t
DB01122,DB00496,4,DB01558$h
DB01122,DB00967,4,DB01149$t
DB01122,DB01234,1,DB00696$h
DB01122,DB00804,4,DB01127$t
DB01122,DB00655,1,DB00333$t
DB01122,DB04574,1,DB00841$t
DB01122,DB00392,4,DB00150$t
DB01122,DB06702,4,DB11901$h
DB01122,DB00180,1,DB00575$t
DB01122,DB00591,1,DB00130$h
DB01122,DB00324,1,DB00589$h
DB01122,DB08906,1,DB00749$t
DB01122,DB00588,1,DB09214$h
DB01122,DB11181,4,DB06263$t
DB01122,DB00741,1,DB00711$h
DB01122,DB00332,4,DB01067$h
DB01122,DB00598,13,DB09235$h
DB01122,DB00959,1,DB00448$t
DB01122,DB00264,13,DB00956$t
DB01122,DB00764,1,DB00678$t
DB01122,DB04861,13,DB00835$t
DB06403,DB01143,7,DB01242$h
DB06403,DB01118,0,DB00477$h
DB06403,DB00381,7,DB00280$t
DB06403,DB00182,7,DB01194$h
DB06403,DB11901,3,DB00261$h
DB06403,DB00673,2,DB09282$h
DB06403,DB06413,0,DB01142$t
DB06403,DB00289,0,DB03756$h
DB06403,DB06237,25,DB00240$h
DB06403,DB00542,7,DB01065$h
DB06403,DB00436,7,DB08907$t
DB06403,DB01244,7,DB00700$h
DB06403,DB00195,7,DB01218$h
DB06403,DB00612,7,DB00366$h
DB06403,DB00188,0,DB00353$t
DB06403,DB00559,3,DB00400$h
DB06403,DB00484,25,DB00546$t
DB06403,DB00796,7,DB01119$h
DB06403,DB01197,7,DB00945$t
DB06403,DB00564,8,DB08907$h
DB06403,DB00521,7,DB00357$h
DB06403,DB01136,7,DB01023$h
DB06403,DB04846,7,DB01204$h
DB06403,DB09063,2,DB00227$t
DB06403,DB00446,0,DB00281$h
DB06403,DB00169,0,DB08893$t
DB06403,DB00501,0,DB06410$t
DB06403,DB00215,0,DB01149$h
DB06403,DB01211,0,DB00959$h
DB06403,DB00283,0,DB09128$t
DB06403,DB00575,7,DB01222$t
DB06403,DB00257,0,DB09285$t
DB06403,DB00872,2,DB00166$h
DB06403,DB08865,0,DB00933$t
DB06403,DB00091,2,DB01234$t
DB06403,DB08912,3,DB00819$t
DB06403,DB01254,2,DB01612$h
DB06403,DB04840,7,DB06230$t
DB06403,DB01119,7,DB13074$t
DB06403,DB00320,0,DB01117$h
DB06403,DB00343,0,DB00434$h
DB06403,DB00869,7,DB00490$t
DB06403,DB00590,7,DB01429$t
DB06403,DB00254,0,DB00887$h
DB06403,DB04855,0,DB01128$t
DB06403,DB09235,7,DB00294$h
DB06403,DB06210,2,DB00802$t
DB06403,DB00584,7,DB00805$h
DB06403,DB08899,3,DB01466$h
DB06403,DB01240,7,DB09061$h
DB06403,DB00876,7,DB01097$h
DB06403,DB00199,0,DB00598$h
DB06403,DB09119,0,DB00647$t
DB06403,DB00736,0,DB01262$t
DB06403,DB01023,7,DB00392$h
DB06403,DB00472,0,DB00969$t
DB06403,DB00176,0,DB00921$h
DB06403,DB01320,8,DB00979$h
DB06403,DB01241,0,DB00623$h
DB06403,DB00629,7,DB01026$h
DB06403,DB01170,7,DB00819$h
DB06403,DB01018,7,DB00745$t
DB06403,DB01275,7,DB00357$t
DB06403,DB00619,0,DB00998$t
DB06403,DB00808,7,DB00677$h
DB06403,DB01029,7,DB01009$t
DB06403,DB11633,2,DB01296$h
DB06403,DB00951,0,DB01033$t
DB06403,DB00270,0,DB01095$t
DB06403,DB01167,0,DB12267$t
DB06403,DB08820,2,DB00574$h
DB06403,DB01026,0,DB00134$h
DB06403,DB00598,7,DB01014$h
DB06403,DB00528,7,DB00414$t
DB06403,DB09198,0,DB01076$h
DB06403,DB09195,2,DB00737$t
DB06403,DB00678,7,DB00322$h
DB06403,DB00227,0,DB00677$h
DB06403,DB09280,3,DB01283$h
DB06403,DB08932,7,DB00758$h
DB06403,DB00968,7,DB01364$t
DB06403,DB00422,9,DB09123$t
DB06403,DB00264,7,DB00176$h
DB06403,DB00834,2,DB00297$t
DB06403,DB00805,7,DB01166$h
DB06403,DB00648,3,DB08897$h
DB06403,DB01171,0,DB00317$t
DB06403,DB00745,0,DB06730$t
DB06403,DB09282,7,DB00604$t
DB06403,DB04861,7,DB00367$t
DB06403,DB01149,0,DB11901$h
DB06403,DB09048,2,DB00637$t
DB06403,DB00622,0,DB06605$t
DB01143,DB00594,1,DB00829$h
DB01143,DB01118,1,DB00788$h
DB01143,DB00381,7,DB00134$t
DB01143,DB01351,7,DB13874$h
DB01143,DB01612,1,DB11638$h
DB01143,DB00714,1,DB00751$t
DB01143,DB01238,7,DB09078$h
DB01143,DB01169,1,DB00170$t
DB01143,DB00542,7,DB01559$h
DB01143,DB00436,7,DB00627$h
DB01143,DB01244,7,DB00546$h
DB01143,DB00195,7,DB08875$t
DB01143,DB00612,7,DB01101$h
DB01143,DB00188,1,DB00379$t
DB01143,DB00559,7,DB00712$t
DB01143,DB00484,7,DB00637$t
DB01143,DB01200,1,DB00176$t
DB01143,DB00887,1,DB04953$t
DB01143,DB00297,1,DB00262$t
DB01143,DB08907,1,DB01590$t
DB01143,DB00796,7,DB13956$h
DB01143,DB01197,7,DB00921$t
DB01143,DB00521,7,DB00434$t
DB01143,DB01136,7,DB00280$t
DB01143,DB04846,7,DB00700$h
DB01143,DB00477,1,DB00814$h
DB01143,DB09232,1,DB06736$h
DB01143,DB04920,1,DB00262$h
DB01143,DB00631,1,DB00865$h
DB01143,DB01242,1,DB00757$t
DB01143,DB00575,7,DB01167$h
DB01143,DB00363,1,DB09128$h
DB01143,DB00872,1,DB00514$h
DB01143,DB06292,1,DB00773$t
DB01143,DB04840,7,DB00749$h
DB01143,DB00633,1,DB00927$h
DB01143,DB01119,7,DB00586$t
DB01143,DB01144,1,DB00317$h
DB01143,DB00343,7,DB00186$h
DB01143,DB00869,7,DB05541$h
DB01143,DB00590,7,DB00502$t
DB01143,DB00476,17,DB01590$t
DB01143,DB09235,7,DB13952$t
DB01143,DB00584,7,DB01181$h
DB01143,DB00700,1,DB09026$t
DB01143,DB01240,7,DB13954$h
DB01143,DB00876,7,DB00392$h
DB01143,DB00903,1,DB00320$t
DB01143,DB01023,7,DB00712$h
DB01143,DB00695,1,DB01275$h
DB01143,DB00629,7,DB00769$t
DB01143,DB01170,7,DB00295$h
DB01143,DB01018,7,DB01559$t
DB01143,DB01159,1,DB00207$t
DB01143,DB01355,7,DB01217$t
DB01143,DB01275,7,DB04794$h
DB01143,DB00458,1,DB11901$t
DB01143,DB00808,7,DB04841$h
DB01143,DB01029,7,DB01159$h
DB01143,DB00753,1,DB06725$h
DB01143,DB00883,1,DB00461$t
DB01143,DB01020,1,DB00434$h
DB01143,DB00270,7,DB01403$t
DB01143,DB00598,7,DB00998$t
DB01143,DB00528,7,DB00422$t
DB01143,DB01002,1,DB00188$h
DB01143,DB01235,17,DB00531$h
DB01143,DB00678,7,DB00091$t
DB01143,DB08932,7,DB13956$t
DB01143,DB00703,1,DB00514$h
DB01143,DB00968,7,DB13952$t
DB01143,DB00849,7,DB00358$t
DB01143,DB00264,7,DB00736$h
DB01143,DB00295,1,DB00640$t
DB01143,DB00486,1,DB01393$h
DB01143,DB04861,7,DB01435$t
DB01143,DB00622,7,DB00574$t
DB00594,DB01118,1,DB00371$h
DB00594,DB00381,1,DB01283$t
DB00594,DB01351,7,DB01227$t
DB00594,DB01612,1,DB00451$t
DB00594,DB01435,9,DB06772$h
DB00594,DB00714,1,DB04871$t
DB00594,DB05676,9,DB01170$t
DB00594,DB01238,7,DB00502$t
