Drug1_ID,Drug2_ID,Y,Neg samples
DB00762,DB01656,1,DB00121$h
DB06813,DB08895,1,DB01294$h
DB00625,DB09143,1,DB00879$t
DB00243,DB00975,1,DB00339$h
DB00260,DB09268,1,DB00722$t
DB00402,DB00450,1,DB01029$h
DB00204,DB01076,1,DB01229$t
DB00571,DB00744,1,DB00572$h
DB00297,DB01136,1,DB00302$t
DB00768,DB06204,1,DB08895$t
DB01203,DB01251,1,DB00349$t
DB00557,DB09128,1,DB01294$t
DB00181,DB01551,1,DB01328$h
DB00572,DB09272,1,DB00744$h
DB00206,DB06684,1,DB09271$t
DB00898,DB00906,1,DB09477$h
DB00285,DB00633,1,DB04924$h
DB00470,DB01595,1,DB00489$h
DB00834,DB00862,1,DB00126$h
DB00248,DB00953,1,DB00968$h
DB00610,DB00938,1,DB01163$h
DB00904,DB00953,1,DB00531$t
DB01182,DB09065,1,DB01511$h
DB00311,DB00794,1,DB00470$t
DB01072,DB06603,1,DB01066$t
DB01394,DB09053,1,DB09477$t
DB00563,DB01602,1,DB00990$h
DB00999,DB01016,1,DB01260$h
DB00193,DB01238,1,DB00662$t
DB00396,DB08916,1,DB01553$t
DB00285,DB00461,1,DB00916$t
DB00470,DB08873,1,DB01581$t
DB01177,DB01656,1,DB00623$h
DB00273,DB00908,1,DB09128$h
DB01211,DB09268,1,DB00459$h
DB00563,DB00795,1,DB00969$t
DB00927,DB06589,1,DB00912$t
DB00214,DB01294,1,DB00834$h
DB01156,DB01238,1,DB00238$t
DB00266,DB00535,1,DB00698$h
DB00188,DB00304,1,DB01064$t
DB00765,DB01080,1,DB00554$h
DB00252,DB08912,1,DB06441$t
DB00820,DB00834,1,DB01066$h
DB01182,DB08893,1,DB01083$h
DB00731,DB09118,1,DB01073$h
DB00437,DB00682,1,DB00311$h
DB00196,DB01198,1,DB00244$h
DB00842,DB01041,1,DB01163$h
DB00224,DB06605,1,DB00948$t
DB01018,DB05521,1,DB00482$t
DB00497,DB00880,1,DB09279$t
DB01017,DB01440,1,DB09291$t
DB00363,DB09570,1,DB00452$h
DB00414,DB00783,1,DB01070$h
DB00615,DB01601,1,DB00891$h
DB00158,DB00794,1,DB09082$h
DB00784,DB09026,1,DB00480$h
DB00263,DB00997,1,DB01162$t
DB01045,DB05109,1,DB00175$t
DB00343,DB02703,1,DB00214$h
DB00503,DB04845,1,DB00838$t
DB01320,DB08912,1,DB00211$t
DB00252,DB00759,1,DB01083$h
DB00333,DB01247,1,DB01357$t
DB00193,DB00216,1,DB09211$h
DB01586,DB04574,1,DB00557$t
DB00332,DB00983,1,DB00673$h
DB00035,DB00788,1,DB00998$h
DB00908,DB01030,1,DB01088$t
DB01589,DB06201,1,DB00839$h
DB00196,DB00549,1,DB00424$h
DB01590,DB09291,1,DB00332$t
DB08976,DB09295,1,DB00409$h
DB00449,DB01288,1,DB00190$h
DB00193,DB01232,1,DB01042$t
DB00333,DB00997,1,DB06210$t
DB00946,DB06684,1,DB00903$h
DB01264,DB02703,1,DB01060$h
DB00834,DB01221,1,DB01067$h
DB00728,DB01172,1,DB01062$t
DB00773,DB08895,1,DB06590$h
DB00104,DB00335,1,DB00828$t
DB01023,DB09118,1,DB06413$t
DB00222,DB00460,1,DB01183$t
DB00696,DB01063,1,DB00481$t
DB00767,DB09042,1,DB08910$h
DB00120,DB00864,1,DB00986$h
DB00400,DB01238,1,DB00929$t
DB00341,DB05271,1,DB00214$h
DB06791,DB08895,1,DB00288$t
DB00374,DB00974,1,DB00195$t
DB00378,DB01418,1,DB00974$t
DB00367,DB09119,1,DB00957$t
DB00864,DB00976,1,DB00402$h
DB00479,DB00833,1,DB03880$t
DB00404,DB01264,1,DB01607$t
DB00470,DB05246,1,DB06401$h
DB00625,DB01589,1,DB09288$h
DB00146,DB00390,1,DB01147$h
DB01211,DB09071,1,DB00279$t
DB00537,DB00900,1,DB00317$h
DB00252,DB00530,1,DB09059$t
DB08912,DB09123,1,DB00316$h
DB00390,DB00482,1,DB09102$h
DB01171,DB01247,1,DB00801$h
DB01268,DB06290,1,DB00175$t
DB01211,DB01256,1,DB00532$t
DB00346,DB00722,1,DB00921$h
DB01136,DB01232,1,DB00175$t
DB01606,DB09268,1,DB00263$t
DB01232,DB08867,1,DB00745$t
DB00498,DB00783,1,DB01265$h
DB00898,DB00980,1,DB00987$h
DB00351,DB00974,1,DB04348$t
DB00820,DB06717,1,DB05266$t
DB00611,DB04831,1,DB00801$t
DB00771,DB09271,1,DB00343$h
DB00976,DB08903,1,DB00485$t
DB00768,DB04924,1,DB01236$h
DB00252,DB00273,1,DB08889$h
DB00860,DB01211,1,DB01097$h
DB00687,DB01010,1,DB06237$t
DB00343,DB01198,1,DB00876$h
DB01072,DB01181,1,DB00736$t
DB00497,DB01171,1,DB00323$t
DB00337,DB00570,1,DB06414$h
DB00678,DB00700,1,DB01340$t
DB00682,DB08880,1,DB00628$t
DB00765,DB09128,1,DB00310$t
DB00266,DB00359,1,DB00146$h
DB01184,DB09063,1,DB01553$t
DB00374,DB00932,1,DB01106$h
DB00541,DB01320,1,DB09128$h
DB00788,DB01254,1,DB01224$h
DB00524,DB00912,1,DB08826$t
DB00485,DB00759,1,DB01501$h
DB00220,DB00309,1,DB01062$h
DB00126,DB01560,1,DB09073$t
DB00788,DB06813,1,DB01563$t
DB00305,DB00541,1,DB00190$h
DB08899,DB09049,1,DB00262$h
DB00762,DB00976,1,DB01165$t
DB00441,DB00682,1,DB01221$t
DB01211,DB09119,1,DB06218$h
DB00790,DB01015,1,DB00704$h
DB00334,DB01168,1,DB01437$t
DB00542,DB06212,1,DB00706$t
DB00222,DB00903,1,DB01440$t
DB00333,DB01320,1,DB09221$t
DB00999,DB01120,1,DB01101$h
DB00252,DB00537,1,DB00242$h
DB00252,DB00381,1,DB00846$h
DB01002,DB01072,1,DB00373$t
DB01440,DB01589,1,DB09221$h
DB01380,DB09063,1,DB01189$h
DB00794,DB01656,1,DB00206$t
DB00327,DB00606,1,DB06795$h
DB00388,DB00598,1,DB00442$t
DB08896,DB08899,1,DB01399$h
DB00492,DB00945,1,DB00481$t
DB00381,DB00794,1,DB09183$t
DB06441,DB06605,1,DB00413$h
DB00775,DB00974,1,DB00728$t
DB00220,DB04835,1,DB00684$t
DB00390,DB00919,1,DB00897$t
DB00414,DB01601,1,DB01036$t
DB00641,DB06290,1,DB00197$h
DB06616,DB08881,1,DB00278$t
DB01609,DB09063,1,DB00294$t
DB00388,DB00470,1,DB01410$h
DB00187,DB00468,1,DB06772$t
DB00280,DB09290,1,DB01045$h
DB00794,DB00819,1,DB00346$h
DB00181,DB09128,1,DB00628$h
DB00844,DB00999,1,DB01581$t
DB01017,DB08872,1,DB00854$h
DB00723,DB00871,1,DB00295$t
DB01076,DB01263,1,DB01330$h
DB00770,DB00820,1,DB00583$t
DB00739,DB00798,1,DB00203$h
DB00541,DB00975,1,DB01219$t
DB00163,DB09075,1,DB01406$h
DB00203,DB09118,1,DB00847$t
DB00311,DB01551,1,DB00884$t
DB01100,DB01560,1,DB09060$h
DB06335,DB09009,1,DB08905$h
DB00946,DB03619,1,DB00557$t
DB00898,DB00916,1,DB01097$t
DB00193,DB04868,1,DB01229$t
DB00358,DB06480,1,DB04574$t
DB00521,DB06218,1,DB09477$t
DB00871,DB00961,1,DB01607$t
DB00921,DB01018,1,DB08794$h
DB00768,DB09076,1,DB01061$t
DB01038,DB01233,1,DB00227$t
DB00246,DB01200,1,DB00452$h
DB00448,DB00630,1,DB01162$h
DB00605,DB00682,1,DB06729$h
DB00300,DB01264,1,DB00678$t
DB00374,DB09079,1,DB01764$h
DB00889,DB00952,1,DB00988$h
DB00440,DB09063,1,DB01088$t
DB00816,DB00988,1,DB06210$h
DB00782,DB09076,1,DB00910$t
DB01017,DB01106,1,DB06636$h
DB00938,DB05521,1,DB06144$t
DB00692,DB00996,1,DB00975$t
DB00767,DB00998,1,DB00945$t
DB00180,DB01232,1,DB09078$t
DB00332,DB01171,1,DB01099$t
DB00104,DB01195,1,DB00968$h
DB08439,DB08873,1,DB00688$t
DB00598,DB01119,1,DB00376$t
DB00220,DB00956,1,DB01319$t
DB00188,DB01551,1,DB00429$h
DB00333,DB00601,1,DB00904$h
DB00541,DB00673,1,DB00547$t
DB00169,DB01021,1,DB09134$t
DB00461,DB01208,1,DB06274$t
DB01002,DB01211,1,DB00723$h
DB01399,DB09214,1,DB00169$h
DB00244,DB00448,1,DB01611$t
DB00450,DB04924,1,DB00318$t
DB00177,DB00722,1,DB00630$t
DB00220,DB00404,1,DB00493$t
DB00337,DB01042,1,DB01184$h
DB00502,DB00696,1,DB01156$t
DB00501,DB09256,1,DB06527$t
DB00819,DB01083,1,DB01411$t
DB00696,DB00933,1,DB01016$t
DB00248,DB01038,1,DB00754$h
DB00775,DB01418,1,DB00694$h
DB00186,DB00854,1,DB00740$h
DB01076,DB01590,1,DB08868$h
DB00338,DB06616,1,DB00896$h
DB00220,DB01590,1,DB06480$t
DB00177,DB08822,1,DB00660$t
DB00285,DB09009,1,DB00158$t
DB00252,DB00921,1,DB00368$t
DB00220,DB00717,1,DB00311$h
DB00273,DB00850,1,DB01362$t
DB00705,DB06212,1,DB09119$t
DB00717,DB08794,1,DB00196$t
DB01020,DB09073,1,DB01099$t
DB00834,DB01058,1,DB06480$t
DB00440,DB00584,1,DB09221$t
DB01005,DB01656,1,DB09102$t
DB00035,DB00497,1,DB00625$t
DB00295,DB01171,1,DB00309$h
DB00332,DB00950,1,DB00613$h
DB00497,DB01045,1,DB00512$h
DB00337,DB00343,1,DB00136$h
DB00956,DB01247,1,DB01416$t
DB00983,DB01291,1,DB00642$t
DB00563,DB00573,1,DB01168$h
DB00390,DB09102,1,DB08947$h
DB00263,DB01222,1,DB01406$h
DB00465,DB00919,1,DB01560$t
DB00197,DB01067,1,DB08931$h
DB00196,DB00604,1,DB08910$h
DB00390,DB05521,1,DB01406$h
DB00468,DB00960,1,DB00833$h
DB00502,DB09118,1,DB00839$h
DB00820,DB00881,1,DB00449$t
DB00214,DB00482,1,DB00740$h
DB00503,DB01048,1,DB00175$t
DB00470,DB01215,1,DB09401$h
DB00399,DB00955,1,DB01415$t
DB00196,DB00980,1,DB00126$t
DB00320,DB01263,1,DB00987$t
DB01068,DB09054,1,DB04924$t
DB00417,DB01418,1,DB06777$t
DB00933,DB01253,1,DB06413$t
DB01021,DB01436,1,DB01221$h
DB00281,DB08820,1,DB06211$h
DB00314,DB06696,1,DB01609$h
DB00334,DB01251,1,DB00832$t
DB00468,DB09026,1,DB01099$h
DB00475,DB09073,1,DB01221$t
DB00860,DB01601,1,DB01200$h
DB00295,DB00332,1,DB08816$t
DB00450,DB00998,1,DB00627$t
DB00248,DB01210,1,DB09076$t
DB01072,DB04946,1,DB01265$h
DB00625,DB08907,1,DB00796$t
DB00887,DB01172,1,DB01407$t
DB00806,DB01418,1,DB00204$t
DB00696,DB01618,1,DB01013$h
DB00197,DB08826,1,DB09074$h
DB00498,DB00682,1,DB02901$h
DB00181,DB00850,1,DB00571$h
DB06695,DB08893,1,DB00782$t
DB01072,DB01129,1,DB00122$h
DB00468,DB09027,1,DB00990$t
DB00586,DB00794,1,DB00923$t
DB00976,DB01427,1,DB00606$t
DB00243,DB01030,1,DB00919$h
DB00898,DB01198,1,DB00304$h
DB00252,DB00541,1,DB01033$h
DB00224,DB01254,1,DB01156$h
DB00816,DB00945,1,DB00615$t
DB00875,DB01021,1,DB01189$h
DB00224,DB08931,1,DB01708$t
DB01097,DB08880,1,DB01002$t
DB00950,DB09076,1,DB09054$h
DB00741,DB01097,1,DB01198$h
DB01136,DB09282,1,DB08931$h
DB00285,DB00573,1,DB01058$t
DB01234,DB06176,1,DB01023$t
DB00334,DB01215,1,DB00402$t
DB00387,DB01224,1,DB00641$t
DB00847,DB01129,1,DB00330$t
DB01083,DB06410,1,DB01208$t
DB00479,DB00681,1,DB01064$t
DB03619,DB06700,1,DB09026$h
DB00266,DB01294,1,DB08439$t
DB00834,DB06717,1,DB03880$h
DB00035,DB08976,1,DB01291$h
DB00559,DB00932,1,DB00181$t
DB01211,DB09262,1,DB01038$t
DB00356,DB00765,1,DB01063$t
DB00243,DB00705,1,DB00820$h
DB00231,DB01320,1,DB00177$h
DB09060,DB09268,1,DB01063$t
DB00220,DB01215,1,DB01202$h
DB01072,DB09074,1,DB01076$h
DB00524,DB00652,1,DB08880$t
DB01211,DB01320,1,DB00862$t
DB00278,DB00374,1,DB03754$h
DB00977,DB09280,1,DB06813$t
DB00684,DB00833,1,DB01073$h
DB00243,DB00950,1,DB00798$h
DB00230,DB01017,1,DB00912$h
DB00320,DB09065,1,DB01082$t
DB00619,DB04817,1,DB01136$h
DB01126,DB01263,1,DB00756$h
DB00625,DB01264,1,DB06707$h
DB00277,DB00628,1,DB01601$h
DB00773,DB00864,1,DB00713$h
DB00619,DB01073,1,DB00571$h
DB00196,DB08877,1,DB00170$t
DB00285,DB01418,1,DB00402$h
DB00446,DB01166,1,DB00305$t
DB00682,DB00993,1,DB01594$h
DB00196,DB00619,1,DB01415$t
DB00246,DB00918,1,DB06769$t
DB00252,DB00908,1,DB01128$t
DB00297,DB01359,1,DB09570$h
DB02703,DB06413,1,DB08941$h
DB01018,DB01392,1,DB06207$t
DB01064,DB01274,1,DB00424$t
DB00945,DB01016,1,DB00320$h
DB00627,DB08860,1,DB00235$h
DB04839,DB06290,1,DB00276$t
DB00252,DB09063,1,DB00376$t
DB00739,DB01024,1,DB01764$h
DB00555,DB01211,1,DB08934$t
DB00741,DB00945,1,DB08881$h
DB01407,DB05039,1,DB01162$t
DB09291,DB09330,1,DB00862$t
DB05521,DB08864,1,DB05812$h
DB00220,DB09401,1,DB00619$h
DB01211,DB09102,1,DB00402$h
DB00912,DB04876,1,DB01198$h
DB00186,DB00252,1,DB01222$t
DB01320,DB08934,1,DB00756$h
DB00524,DB01016,1,DB09291$h
DB00952,DB01038,1,DB09118$h
DB00450,DB00834,1,DB06401$t
DB00414,DB00668,1,DB06228$h
DB01255,DB04842,1,DB00482$h
DB00450,DB00557,1,DB01166$h
DB00211,DB00346,1,DB00818$t
DB00555,DB09123,1,DB00581$h
DB00475,DB00673,1,DB01601$t
DB00595,DB00732,1,DB09097$h
DB00843,DB01624,1,DB00243$h
DB01072,DB08816,1,DB00121$t
DB00263,DB00563,1,DB00983$t
DB00227,DB09065,1,DB00832$h
DB00775,DB06695,1,DB05676$h
DB00938,DB01232,1,DB01060$t
DB01193,DB09063,1,DB00136$t
DB01320,DB08873,1,DB00759$h
DB00834,DB09065,1,DB00497$t
DB00175,DB01238,1,DB00369$t
DB01357,DB06290,1,DB00500$h
DB00337,DB09054,1,DB09059$t
DB01264,DB06480,1,DB01009$h
DB00884,DB00976,1,DB09143$h
DB05271,DB06288,1,DB00851$h
DB00961,DB01407,1,DB05015$t
DB00207,DB01030,1,DB01020$h
DB00318,DB00887,1,DB04711$h
DB00921,DB01168,1,DB08901$h
DB00224,DB01624,1,DB00130$h
DB00603,DB09065,1,DB00350$h
DB00489,DB08868,1,DB06176$t
DB00300,DB00919,1,DB01178$t
DB00220,DB08867,1,DB00631$t
DB00390,DB00524,1,DB01129$t
DB05521,DB08816,1,DB00322$t
DB00186,DB00206,1,DB01364$h
DB00945,DB09295,1,DB08867$t
DB00773,DB04817,1,DB00969$h
DB00196,DB00696,1,DB00342$h
DB00186,DB00193,1,DB09075$h
DB00571,DB06589,1,DB00255$t
DB00635,DB00681,1,DB09257$t
DB00976,DB09053,1,DB01440$h
DB00334,DB00843,1,DB09060$h
DB01016,DB08912,1,DB09300$t
DB00359,DB00559,1,DB00140$t
DB01182,DB08895,1,DB09262$t
DB00413,DB00423,1,DB06616$h
DB00594,DB00790,1,DB09123$h
DB00486,DB00871,1,DB00768$h
DB00391,DB06700,1,DB00773$h
DB00460,DB00880,1,DB01058$h
DB00311,DB06204,1,DB08875$h
DB00468,DB00503,1,DB01098$h
DB00181,DB00186,1,DB01065$h
DB00475,DB01254,1,DB00210$h
DB00333,DB00999,1,DB04953$t
DB00687,DB08899,1,DB00919$t
DB00745,DB08899,1,DB00851$h
DB01267,DB08907,1,DB09256$h
DB06616,DB09063,1,DB09082$h
DB00959,DB01251,1,DB01185$h
DB00700,DB09063,1,DB00531$t
DB05521,DB08899,1,DB01236$h
DB01041,DB06204,1,DB00213$t
DB00314,DB03615,1,DB00502$t
DB01357,DB04876,1,DB00153$h
DB00436,DB00844,1,DB00238$h
DB00436,DB00687,1,DB03619$h
DB00363,DB05015,1,DB08867$h
DB00266,DB01182,1,DB00274$h
DB00220,DB08439,1,DB00861$t
DB00788,DB09214,1,DB09059$h
DB00282,DB08910,1,DB04918$h
DB04908,DB09123,1,DB00500$t
DB00951,DB01234,1,DB01193$h
DB01254,DB09063,1,DB00211$t
DB00181,DB01236,1,DB00814$t
DB06700,DB09053,1,DB09272$t
DB00497,DB01232,1,DB01229$t
DB00338,DB09280,1,DB08906$h
DB00742,DB01143,1,DB02546$t
DB01082,DB01112,1,DB00388$h
DB04855,DB08912,1,DB00692$t
DB00682,DB00860,1,DB01440$t
DB00834,DB01016,1,DB00742$t
DB00285,DB01238,1,DB00628$t
DB00908,DB01263,1,DB00186$h
DB00317,DB00794,1,DB00762$t
DB00834,DB04835,1,DB00218$t
DB00919,DB01150,1,DB00879$h
DB00452,DB00554,1,DB00706$h
DB00573,DB06228,1,DB00889$t
DB06290,DB06717,1,DB01189$h
DB00297,DB01193,1,DB09256$h
DB00497,DB08820,1,DB06410$h
DB00937,DB01171,1,DB00547$t
DB01029,DB01238,1,DB01132$t
DB00588,DB01064,1,DB00704$h
DB09119,DB09291,1,DB00535$t
DB00280,DB08868,1,DB00153$h
DB00311,DB00854,1,DB01137$h
DB00601,DB01407,1,DB01333$h
DB00181,DB04946,1,DB01183$t
DB00311,DB00564,1,DB00162$h
DB00798,DB00814,1,DB00230$t
DB00932,DB06228,1,DB01046$h
DB01120,DB01406,1,DB01560$t
DB00333,DB08820,1,DB09097$h
DB00384,DB00956,1,DB00613$h
DB00898,DB01418,1,DB00987$t
DB00673,DB08875,1,DB00461$t
DB00214,DB01172,1,DB00268$t
DB00390,DB00480,1,DB01329$t
DB06210,DB08826,1,DB01603$h
DB00696,DB01211,1,DB01042$h
DB00233,DB00266,1,DB01621$t
DB00603,DB00776,1,DB00700$h
DB00275,DB01392,1,DB00338$t
DB00285,DB06144,1,DB09102$t
DB00503,DB06228,1,DB09070$h
DB00775,DB01296,1,DB04842$t
DB00687,DB01097,1,DB06211$h
DB00957,DB06335,1,DB00991$t
DB01359,DB08895,1,DB01260$h
DB08820,DB09118,1,DB00927$h
DB00706,DB01427,1,DB09049$h
DB06288,DB06684,1,DB00983$t
DB00554,DB09063,1,DB00549$t
DB01411,DB09063,1,DB00180$t
DB00352,DB00363,1,DB00230$t
DB00603,DB01072,1,DB00749$h
DB00346,DB08873,1,DB00948$h
DB00565,DB01190,1,DB00291$h
DB00628,DB08912,1,DB00499$t
DB00607,DB01023,1,DB01143$h
DB00559,DB06210,1,DB00906$h
DB00687,DB01021,1,DB06237$t
DB00346,DB00820,1,DB00819$t
DB00468,DB04861,1,DB00198$h
DB00794,DB00975,1,DB01501$t
DB00320,DB06717,1,DB00624$t
DB00230,DB00358,1,DB01212$t
DB00346,DB00489,1,DB06210$t
DB00390,DB00700,1,DB00424$t
DB00696,DB01614,1,DB00338$h
DB00396,DB01220,1,DB00287$h
DB00266,DB00567,1,DB00717$h
DB00206,DB01171,1,DB01553$t
DB00700,DB01254,1,DB01249$t
DB00333,DB00695,1,DB00567$t
DB01254,DB09053,1,DB01060$t
DB00470,DB01624,1,DB00747$h
DB00854,DB00999,1,DB09059$t
DB00264,DB00820,1,DB00353$t
DB01100,DB06204,1,DB01073$h
DB00492,DB09220,1,DB09119$t
DB00818,DB01041,1,DB00577$h
DB00872,DB08896,1,DB06769$h
DB00252,DB00563,1,DB01202$t
DB00227,DB01609,1,DB06176$h
DB00220,DB00541,1,DB00806$t
DB00165,DB01320,1,DB09123$t
DB00295,DB00742,1,DB05351$t
DB01624,DB06204,1,DB00961$t
DB06626,DB08899,1,DB06213$h
DB01119,DB01251,1,DB00381$h
DB00465,DB09295,1,DB06589$t
DB00479,DB00948,1,DB06603$h
DB01263,DB08820,1,DB09053$h
DB00243,DB00836,1,DB00747$t
DB00181,DB00875,1,DB01274$h
DB00252,DB00834,1,DB06207$h
DB00104,DB04844,1,DB01111$h
DB01211,DB06605,1,DB00281$h
DB01100,DB08899,1,DB00571$h
DB01048,DB06290,1,DB00481$h
DB05521,DB09071,1,DB08941$t
DB00358,DB01609,1,DB00681$h
DB00180,DB08899,1,DB01129$t
DB00255,DB00494,1,DB09209$t
DB00230,DB01041,1,DB00932$h
DB00541,DB00834,1,DB00624$t
DB00880,DB04876,1,DB01418$h
DB00875,DB09271,1,DB01624$t
DB00423,DB00956,1,DB01088$t
DB00216,DB09065,1,DB00853$h
DB00628,DB01232,1,DB00880$t
DB00696,DB05521,1,DB09570$h
DB00222,DB00501,1,DB06212$h
DB00541,DB04855,1,DB00867$t
DB00177,DB00749,1,DB00847$h
DB01264,DB08932,1,DB01036$h
DB00862,DB01029,1,DB00635$h
DB00305,DB00337,1,DB09209$h
DB00762,DB00872,1,DB01130$t
DB00343,DB08896,1,DB00530$t
DB00582,DB09280,1,DB09102$h
DB01076,DB08912,1,DB09211$h
DB00623,DB00843,1,DB00492$h
DB01023,DB01238,1,DB00334$t
DB01024,DB01061,1,DB01203$t
DB00497,DB00898,1,DB01327$h
DB00991,DB01275,1,DB00686$t
DB00214,DB00390,1,DB00244$t
DB00188,DB01166,1,DB00268$h
DB00266,DB01181,1,DB01621$h
DB01023,DB09282,1,DB09282$h
DB08794,DB09079,1,DB01262$t
DB00163,DB00861,1,DB00714$t
DB00220,DB05239,1,DB00847$t
DB00311,DB00852,1,DB06772$h
DB00343,DB09059,1,DB02546$h
DB00254,DB01045,1,DB09102$h
DB00783,DB00990,1,DB00482$h
DB00769,DB09063,1,DB01036$t
DB00199,DB01181,1,DB01202$h
DB06413,DB09118,1,DB00259$t
DB00334,DB06700,1,DB06730$t
DB01254,DB01268,1,DB08906$t
DB00333,DB06144,1,DB00788$t
DB00623,DB01238,1,DB04861$t
DB00254,DB01603,1,DB00169$t
DB00537,DB00806,1,DB00203$h
DB00204,DB08864,1,DB00181$h
DB01211,DB09166,1,DB00349$h
DB00497,DB00524,1,DB09143$t
DB00933,DB06684,1,DB01329$t
DB00605,DB01021,1,DB00563$h
DB00798,DB01061,1,DB06403$h
DB00765,DB06282,1,DB01222$t
DB00921,DB06201,1,DB00684$h
DB00273,DB08897,1,DB06730$t
DB00590,DB01235,1,DB09054$h
DB00620,DB05521,1,DB00400$h
DB00246,DB00898,1,DB00218$t
DB00323,DB00368,1,DB00933$h
DB00204,DB00582,1,DB06412$t
DB00203,DB01101,1,DB00177$t
DB00618,DB01294,1,DB00550$h
DB00374,DB00603,1,DB00153$h
DB00834,DB01120,1,DB01080$h
DB00498,DB01357,1,DB00996$t
DB00686,DB00788,1,DB00981$t
DB00834,DB06789,1,DB01017$t
DB00498,DB06700,1,DB00782$h
DB00295,DB00424,1,DB06717$t
DB01156,DB09128,1,DB01241$h
DB00332,DB04837,1,DB00554$t
DB00498,DB00586,1,DB01319$t
DB00887,DB09220,1,DB00295$t
DB00946,DB01254,1,DB00369$h
DB00570,DB00673,1,DB00950$t
DB00412,DB00912,1,DB00121$h
DB00337,DB00997,1,DB00741$h
DB00224,DB01259,1,DB01183$h
DB01264,DB04938,1,DB00932$h
DB00956,DB01198,1,DB00339$h
DB00363,DB04868,1,DB01603$t
DB00238,DB01609,1,DB01136$h
DB01166,DB09119,1,DB00650$t
DB01030,DB01211,1,DB01070$t
DB00230,DB00691,1,DB00518$t
DB00652,DB00999,1,DB00491$t
DB00615,DB09143,1,DB09291$h
DB00555,DB00582,1,DB09221$t
DB00956,DB01132,1,DB01218$h
DB00188,DB00977,1,DB01331$h
DB00281,DB09118,1,DB00374$t
DB00686,DB01009,1,DB09280$t
DB00390,DB01010,1,DB09256$h
DB00243,DB01076,1,DB00904$h
DB01060,DB09268,1,DB00230$h
DB01247,DB01393,1,DB00828$h
DB01182,DB09118,1,DB01083$t
DB00582,DB01248,1,DB04908$h
DB00794,DB01359,1,DB00296$t
DB00482,DB00997,1,DB00376$h
DB01168,DB06144,1,DB08897$h
DB01590,DB06335,1,DB01013$h
DB00686,DB00974,1,DB00358$h
DB01238,DB02703,1,DB08873$h
DB00294,DB00582,1,DB06441$t
DB01098,DB02703,1,DB00162$t
DB01248,DB08912,1,DB00756$t
DB00937,DB09042,1,DB09285$t
DB00460,DB01128,1,DB09227$h
DB00175,DB00266,1,DB00486$t
DB00367,DB09065,1,DB00402$h
DB01166,DB08873,1,DB00542$t
DB00603,DB01211,1,DB00771$t
DB09039,DB09065,1,DB00549$h
DB00450,DB01189,1,DB00035$h
DB00687,DB00951,1,DB01326$t
DB00213,DB01066,1,DB01098$t
DB00261,DB09211,1,DB00968$t
DB00502,DB04861,1,DB09063$h
DB00641,DB01264,1,DB00846$h
DB00988,DB09080,1,DB00662$h
DB00153,DB01406,1,DB00728$h
DB01162,DB01235,1,DB00884$h
DB00311,DB00318,1,DB00832$t
DB00872,DB04839,1,DB04854$h
DB00199,DB06290,1,DB02659$h
DB00443,DB00673,1,DB01111$t
DB00598,DB00862,1,DB00232$t
DB01240,DB08794,1,DB04854$t
DB04845,DB09065,1,DB01111$h
DB00615,DB06603,1,DB00378$t
DB00449,DB00489,1,DB01190$h
DB00537,DB01232,1,DB00642$t
DB01042,DB08895,1,DB00332$t
DB00554,DB06695,1,DB00324$t
DB00220,DB06207,1,DB08860$t
DB09073,DB09119,1,DB09183$t
DB00774,DB01551,1,DB01560$t
DB00932,DB09027,1,DB01000$h
DB00413,DB00475,1,DB00884$t
DB00732,DB00981,1,DB01411$h
DB01024,DB01147,1,DB00996$h
DB00790,DB00794,1,DB01136$t
DB00571,DB00953,1,DB00604$t
DB00273,DB00572,1,DB00197$t
DB00794,DB08916,1,DB06717$t
DB00211,DB01162,1,DB00281$t
DB00452,DB00732,1,DB00957$h
DB00390,DB00887,1,DB04946$h
DB00834,DB06616,1,DB00400$h
DB00196,DB00359,1,DB01330$t
DB00588,DB00983,1,DB01238$h
DB00277,DB05812,1,DB06403$t
DB00388,DB01255,1,DB08930$h
DB00500,DB00946,1,DB09049$t
DB01072,DB01126,1,DB00328$h
DB00402,DB06204,1,DB00851$t
DB00384,DB00876,1,DB06795$h
DB00479,DB01112,1,DB04831$t
DB00277,DB00397,1,DB00459$t
DB00332,DB00662,1,DB08895$h
DB01418,DB08976,1,DB00917$h
DB00479,DB01602,1,DB08867$h
DB00834,DB04855,1,DB00243$t
DB00346,DB00887,1,DB05271$t
DB00266,DB00328,1,DB00369$h
DB00186,DB05246,1,DB01014$t
DB01120,DB04868,1,DB01072$t
DB00104,DB09039,1,DB00776$t
DB00582,DB00820,1,DB00338$t
DB00261,DB00686,1,DB00442$t
DB00204,DB00705,1,DB06228$t
DB00199,DB00470,1,DB00394$t
DB00470,DB00782,1,DB00436$h
DB01229,DB01656,1,DB00303$t
DB00444,DB08895,1,DB01111$h
DB00554,DB09211,1,DB04924$t
DB00209,DB09076,1,DB04938$t
DB00582,DB01319,1,DB00261$h
DB00136,DB00220,1,DB00766$h
DB01013,DB01609,1,DB00876$h
DB00723,DB01255,1,DB00879$h
DB00816,DB00903,1,DB09027$h
DB00582,DB06772,1,DB00281$h
DB00334,DB01068,1,DB00276$t
DB00503,DB01087,1,DB01238$h
DB00399,DB00736,1,DB00642$t
DB01220,DB08820,1,DB01035$h
DB00673,DB09123,1,DB01185$t
